,text,sarcasm
1511,I don't speak French so I had to translate that lol,0
1512,So cocking disappointing. And of course they didn't speak to one current stand up. So angry I'm sweating!,0
1513,I am so appreciative for all the people who have come to speak to my Sports History class in the past or coming in the future! #Humbled,1
1514,Nothing cuter the watchin a baby kitten take a shit,1
1515,I literally cannot deal with this weather. #notleavingmyhouse,1
1516,"Everybody is going home enyoing the🌞, i not#not amuses 😩",1
1517,"Great to speak to Alan Kennedy again last night, top bloke Both impressed with so far #leftbackunion",0
1518,Every day started w N210 is a great day 😅,0
1519,I am literally the worlds all time best BSer on essays. Just finished an entire ethnography In less than 3 hours. #notbad,1
1520,Just introduced people at work to Smiling Pile of Poo Speak Selection on the iPhone. Laughing so hard I think I'm gonna spew.,0
1521,Great week going. Braves most likely eliminated &amp; high stress. It's only just now Wednesday. #goodtimes #not,1
1522,"#Everything will be #okay in the #end, if its #not okay, #then its not the #end.",1
1523,"I know the basic stuff, but I did know all and I wanted to speak instead of sign so I forgot most of it",0
1524,I don't think so! I want to speak fluently like u !,0
1525,bitch so if it wasn't for you to speak on why tf you comment .??? Stop trying to be messy bitch b4 you get smaked oml,0
1526,Food at Disney is settin the bar #starving,0
1527,I love when people mess with my office #not #growup,1
1528,"I really like Sprout Social a lot. I only manage three accounts with it, though, so can't speak to larger volume.",0
1529,Acceptable cone ?,0
1530,I love when you ignore me... #not,1
1531,"When people say bae means poop in Danish, I tend to want to say ""but do we speak Danish... No we don't so shh""",0
1532,I finally get the confidence to speak to people and I screw it up so now I won't speak to ppl again for ages,0
1533,I literally almost never got zits until I started college #notokay #themythistrue #CollegeProbs,1
1534,"If You Don't Fuck W Me, ✋ You Gotta Speak Up, So When I'm Shittin On These Mfs I Won't Forget To Shit On You Too 💋",0
1535,Nothing annoys me more than when people rerack the weights wrong! It's #NOT that hard.,1
1536,I love getting home just in time to go to bed 😊 #not,1
1537,Being Bitched At Is A Perfect Way To Start The Week.,1
1538,"yes ma'am, mom doesn't speak English, so I'm forced to only speak Spanish.",0
1539,"After my niece told her brother to speak English, he continued speaking Spanish lmao why is that so funny to me?",0
1540,sometimes....you have to let go of everything you previously believed in....just so you can HEAR God speak to you.,0
1541,I know this was sarcastic but I cant help it.,0
1542,I love just being out aside #not,1
1543,"her nigga in jail so now she speak to me ??? smh. and my ass said sup girl . smh, such fuckin fuckery",0
1544,I'm honestly so appreciative of new/interesting people to speak to,0
1545,"If Scots vote for independence, they'll do so in defiance of the detached, complacent people who claim to speak on their behalf #MelGibson",0
1546,"I like to speak to old people, you could just learn so much from them",0
1547,my dad knows I have a site throat yet he continues to ask me questions so that I have to speak,0
1548,"I feel like its something mfs need to say to me, if so speak up!",0
1549,I love feeling sick and not having the money for medicine,1
1550,blue is the new black #dressmen #topmodel #not #instabitch #loveme #odaso #authorgoesgntm xD,1
1551,Great to see Arby's doing their bit to tackle obesity in America. #not,1
1552,I can only speak to the women there. It's not. But apparently if you're after men the market is not so good.,0
1553,I love being tackled at practice twice...#not,1
1554,"how DARE anybody judge me, nobody in that fucking school let alone period got room to speak down on me, I advise you not to think so highly.",0
1555,"I have a project in music class and I have to choose at least 5 songs that ""speak"" to me so I'm just going to do it all 5sos bc why not",0
1556,I feel so accomplished when I speak Spanish to ferns mom correctly.,0
1557,I love people who only talk shit on twitter... #growup,1
1558,Going to listen to Stars Are Aligned just one more time.. #Yeahright,1
1559,Everyone so damn fake! I barely wanna speak to mfs anymore,0
1560,I love dance class....😔,1
1561,Sometimes I Just Wanna Speak You Up🙊...Yea Hit You Up😕 Or Call Ya Phone🙇 Or Send A Text.👀 So If Do Call It's Just To Check..💭,0
1562,"Are you #hangingout with me on #Facebook yet? We have lots of #wine, #funnies, and tons of !",1
1563,Dad sounded excited I got a new job 😒,1
1564,And I'm so glad my insomnia is coming back.,1
1565,"HA, I have strep throat... Cool. Good thing my voice is my instrument. tweet #musicmajorprobs 😒😷😩",1
1566,I hope u don't speak to ur children like zt so don't speak to Eritrean children like zt!,0
1567,I love when we have a sub in ap lang who doesn't know how to speak english. Its so fun,1
1568,Because you chose not to speak up when you had the chance. So when death comes knocking on your door waiting for you to answer...,1
1569,i dont speak alien so dont bother to invite me to dang !aaaaa)*(!_()*%^$ it is.............. peace,0
1570,"This makes me so proud. This is my second ever vege garden. Have a vision, learn, speak to people, be open and...",0
1571,If I ever am on time I literally deserve a million dollars and an award. #FOREVERLATE #notmyfault,1
1572,When you meet a bad ass Spanish girl but she can't speak English so you gotta use google translate to talk to her&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;,0
1573,ikr gah jack why do you have to speak so properly,0
1574,"You too...I will see if I can sleep. So, excited to see Reed speak at MCC in Mesa on Wed..",0
1575,follow me to speak. slide into my DMs ahahahahaha soz so bored,0
1576,"i know your all jealous of me going to yorkshire scuplture park today and drawing, ye",1
1577,As I fall asleep on the bathroom floor I'm so thankful I didn't make my doctors appt. #😞,1
1578,I'm going to be so happy when I get my Econ quiz back,1
1579,I love doing 20 sprints in 103 degree weather #not,1
1580,I looooove having no air conditioning! #not,1
1581,Thank God It's Monday!,1
1582,"I love it when people drive by my house and either blast their music, or rev their engine. #not",1
1583,When Ukrainian lawmakers tries to pass anti protesting laws!,0
1584,you ever think lawyers get so entrenched with legalese they don't know how to speak casual English anymore?,0
1585,I really don't need to look up your name on twitta because I know so much from people you speak too. So watch who you trust bud..,0
1586,"Being defriended from Facebook, my heart is broken 😂 #defriended #heartbroken #not",1
1587,God can even heal a broken marriage and forgiveness from cheating,0
1588,fruit basket heat so you can speak to this banana 🍌,0
1589,there's so much Joel on my dash this is fuckign unacceptable I NEEd TO SPEAK T O A MANAGER,0
1590,Good call on that one #Not,1
1591,I love sleeping by myself! #not,1
1592,Absolutely loving how I'm on a bad school ID picture streak tweet 😒,1
1593,I love when it rains and everyone forgets how to operate a motor vehicle #hatetraffic,1
1594,I'm glad to see that your boyfriend hasn't changed you at all,1
1595,Borini has changed this game #fuckoffyouuselessprick,1
1596,I really want a fun weekend so speak now if you truly don't want to go &amp; remember others feelings b4 u tweet,0
1597,"i fORGOT HOW TO TALK TO PEOPLE SO I GOTTA WAIT TILL NEXT WEEK TO ACTUALLY SPEAK INSTEAD OF ""omg omgom g i l ov e""",0
1598,"I get the idea of how a dm works. Of you want to speak to me, do so here.",0
1599,Days like today i wish i could stay in bed all day 😔 #sicky #thanksboyfriend #not,1
1600,"I get why Selorm's voice is so squeaky. If you have teeth that big, no matter how loud you speak it won't be able to come out",0
1601,"ebola spreading like #wildfire in africa.. obama's response, of course #not enough #Teaparty #Faith #Liberty #Tcot",1
1602,I literally need 39 points between Luck &amp; Sproles tonight to win... #NotShot #ToughLossForTeamLomo,1
1603,I love waking up at 6 every morning 😒 #not,1
1604,The reason that music is so popular is because he let's God speak through him to our generation.,0
1605,So they guy from the Uni basically told me that if I know how to speak english they will accept me and I will be moving to California. Cool.,0
1606,this nigga got so high he forgot how to speak English. I CAN'T.,0
1607,I just love it so much when you leave me on read ☺️ tweet,1
1608,coming back from the health center to a nice fire drill 😊 #not,1
1609,her grandma speaks to her in Spanish and so does her dad. I only speak English so that's what I speak to her.,0
1610,I just love school board meetings 😌 #not,1
1611,Wanting to speak to someone so badly but can't is the worst,0
1612,you don't talk to me anymore so idk how I'm supposed to take things when you do speak to me,0
1613,"Why so easy to judge? We're all made up of flaws. have u forgotten, no human is perfect. Rationalize before speak.",0
1614,i love hispanic boys so much please speak spanish to me,1
1615,Having 3 Spanish classes made me forget how to speak English but I'm also bad at Spanish so now every time I write/ speak it's in Spanglish,0
1616,I love my landlords... #not ! #somanydeadrats #blackmold #asbestos #asthma,1
1617,"At least when Sharia Law rules the land, we can take solace in the fact that we were politically correct in not being Islamophobic.",1
1618,Gotta love when your sick but not enough to stay home ;(,1
1619,I mean I speak in English most of the time but I don't speak A LOT and I realised that I have to speak so much at college to everyone my jaw,0
1620,Gonna spend my birthday at school tomorrow!!😩😫 #greatwaytospendyourbithday #Not,1
1621,Great start to my day ☺️ #NOT,1
1622,"I dedicate this one to you, &lt;3",0
1623,"how difficult is to sing opera-in another language, so i must find someone with a voice not matured, like mine. i speak like that in my",0
1624,I absolutely love being sick! Like best thing ever. 😑😒 #sick,1
1625,"Congratulations,your hard work and dedication paid off! So sad I couldn't speak to you 😢, but it was fantastic seeing you 😘👏",0
1626,thanks so much - very interesting to hear speak in a moment!,0
1627,I hate when my mom asks how someone is doing that I don't speak to anymore it's so sad,0
1628,"I know I go through some miserable times at work but I could never leave this place, my boss is too awesome #fruit #accounting",1
1629,I love how people just don't react if you text them questions. Makes life easy. #NOT,1
1630,So the upside to being asked to speak the night before is there is less time to be nervous 😬😬😬,0
1631,When the teacher asks a question of you and you answer it in six different ways because you're so tired and don't know how to speak english,0
1632,I love it when a lot of people always change plans on me.. #not,1
1633,I love having tests Monday morning at 8am. #not #droppingout,1
1634,All I can say is.. nothing. That just topped my wonderful day. #screwthis #idc,1
1635,I can't think/speak in the morning so the fact that I'm about to drive to Lincoln should scare everyone on 95 North,0
1636,why is it so hard to just speak your mind I seriously will never understand people,0
1637,Just so you know even if you don't want to speak to me i'm within my rights to use public tweets &lt;3,0
1638,I can't speak for nobody else but I refuse to fw somebody I KNOW fw somebody I'm cool with. That's so filth to me,0
1639,English class fail idk why I'm here #bored #Not WaVy,1
1640,Being forgotten is always fun.,1
1641,I just didn't have the staying power I should have last night. #dirtydirty #not asexualreference,1
1642,You give your hand to me and then I say hello. And I can hardly speak my heart is beating so.,0
1643,I just love having nightmares and waking up 2 hours early....#not,1
1644,Computers down in the Post and Courier quick response command center. and I having a fun morning so far.,1
1645,Going to be a nice evening trying to fix my bike #Not,1
1646,Good thing I live on campus 😑 #not,1
1647,"I hate my boss's wife SO much. If I never have to speak to her pretentious, thinks-she-knows-it-all ass again it will be too soon.",0
1648,"God just wants you to trust him without a doubt, he'll speak to you when you need it most so stop looking for answers",0
1649,Having to pace back and forth due to the revolving sprinklers &gt;&gt;&gt;&gt;&gt; #not,1
1650,god is arrogant and egotistical so he would never speak to humans on an even level. He has to be the higher entity or you're dead.,0
1651,I'll fuckin wreck you in baseball #not #wrecked #SmackCam,1
1652,"Congratulations on being such a respectable young adult. Really. Your attitude, actions and words are truly something to look up to. #not",1
1653,I AM SO MAD THAT I COULDNT GET TICKETS TO CONCERT AHGHGSJGDJDVS #jacobinvegas #not 😑😔😭😫,1
1654,"I met Juans mom today, lol. I didn't know if I had to speak to her in English or Spanish so I used both .__.",0
1655,I love it when I write a discussion post and it doesn't submit so I get to start over and try to remember what I said. #not,1
1656,Excited for my tuesday schedule. My favorite.,1
1657,I wouldn't speak to anyone properly because I was so happy and then so depressed,0
1658,Because posting all your problems on social media will make every one of them go away... #not #sorrynotsorry #itneedstostop,1
1659,"I am so not LinkedIn. A load of management speak bollocks for the purpose of self promotion and ego boost. Fuck it, I'm off to sit in a shed",1
1660,How did I get so lucky to have such a raging bitch in my life.,1
1661,I like it. Customer service is excellent -&gt; RT So I am about to order again. Any reason why I shouldn't? Speak now.,0
1662,I love 8 am classss ❤️👏😑😒😴 #not,1
1663,I love having swollen cheeks! 😒 #not,1
1664,I just love the drive back to Brookings #Not,1
1665,"At my favorite place on earth, immigration.",1
1666,I just love it when others make decisions for me. #not,1
1667,hihi its a vacation..they myt not hav to speak at all...so thats alright..hehehe,0
1668,I just took this photo so I look ugly because at the moment I go to sleep. ( I Don't speak English),0
1669,I LOVE BEING WOKEN UP #not,1
1670,God is so faithful to speak vision and destiny in our hearts as we follow Him. Ever moving us forward in the...,0
1671,I like when mike doesn't tweet me but favorites all my tweets.......... #not cc:,1
1672,Don't wanna speak nun of my fears and worries into existence..so ima 🙊 on this one and give it to God 🙏.,0
1673,I'm so evil and I'm not talking to him. When I speak I'm going in.,0
1674,I'm so excited. But i'm not going to speak yet.,0
1675,Apparently I'm working on opening up and being honest this week (but being nice at the same time). It's great... #ohwell,1
1676,you wait 2 hours on the phone for dmv just so you can speak to a rep. for only 7 minutes. 😔😔 #suchbullshit #hellotryintogetmylicensehere,1
1677,"I love sitting in the park on a windy day when they're spreading manure, especially when I'm eating lunch. #bliss",1
1678,thank you so much for your help! I'll speak to my pharmacist to see which one would suit me best #AskBayer #Ask #Bayer,0
1679,No one to talk to.. My life is great..,1
1680,Good to see the '#nffc sell a shit striker &amp; then he'll score lots for another team' is dead &amp; buried then..... #not #cox #goalmachine,1
1681,I don't associate with Alex so I'll speak to you later Kai,0
1682,I just love when people talk about their boring work projects at lunch. #not,1
1683,"I have the COOLEST, most INSPIRING friends and I've asked them to come out and speak to you so you can share in the good energy they give!",0
1684,5 hr break is truly the highlight of my Wednesdays,1
1685,I'm glad we studied more about 2pac in hs senior year cos I got to know more about him than I did. &amp; his lyrics are so powerful &amp; speak to u,0
1686,I love those nights were everything runs through your head #not #nosleep #thinking,1
1687,I'm feeling so irritable right now &amp; I just want to go home &amp; not speak to anyone for the rest of my life,0
1688,I literally sat in my bed all night stareing at my wall crying and slept for maybe 20 minutes #notok,1
1689,I love the smell of cigarettes #justkidding #yourkillingyourself,1
1690,"Glad. It means that our children will, in future, be less afraid to speak out now they are being educated to do so.",0
1691,👀💘 don't speak as much as we use to but you're so lovely! So pretty💕,0
1692,Full day of chores #hooray #not,1
1693,I hope so Paul. The majority of people I speak to are voting No but the polls say it's close.,0
1694,I feel like a nuisance to even speak to people anymore so I just usually dont..,0
1695,Greens only ones to speak up so far.,0
1696,i get so much shit for saying arabic phrases in my day to day life like damn god i speak arabic with my mum daily,0
1697,I love listening to my friends speak in Spanish. I think the language is just so beautiful. Really glad I understand them to a degree,1
1698,I'd like to tweet more in Spanish but 80% of my followers speak English so naah 😕😕😕,0
1699,Father in The Mighty Name of Jesus you said it is Finished so all infirmity of sickness I command you to leave and speak health,0
1700,I love macroeconomics !!!!!!!!!!!!!! #Not,1
1701,Jackie McMullan is SO right on ATH right now... the NFL needs to stand up for something..and needs to SPEAK up and do something,0
1702,I literally wake up maybe 15 minutes before I have to leave school. Don't care what I look like at all. #notsorry,1
1703,Every test ever is taking place in the next two days #blessed #love #stressfree #lol #not,1
1704,Don't you just love Mondays?!?!?,1
1705,BEING PUT ON HOLD IS SO INFURIATING. so angry. cannot cope with this. 4 companies to speak to. 3 hours of BS endured already. kill me.,1
1706,I just love how my parents invade my privacy.. #not,1
1707,Even though it's an international school and they all speak English the Chilean accent is so beaut I SHALL be speaking to them in Spanish🇪🇸,1
1708,i really want to learn to speak spanish it's so beautiful,0
1709,Jacob Whitesides is a beautiful human being and I would just be happy to speak to him he seems so cool wth,0
1710,Enjoying a relaxing detoxing drink on our chilled out holiday #chillers #not #pearlharbour,1
1711,"I love that my white roommate was trying to say Taylor Swift wasn't racist in her ""Shake it off"" MV. -_-",1
1712,Every time somebody does something that really irritates me I remember it and eventually they do it so much that I don't speak to them lol,0
1713,"Good job, Rosenthal. #stlcards",1
1714,Everyone else is like so cool around Luke and talk to him normally where as I go all shy and don't even speak bc I'm scared he won't like me,0
1715,Good to see the new cash out feature doesn't actually work. #brilliant #not,1
1716,"This picture is so ""we don't want to speak English""",0
1717,"Hahaha you feel me though? People telling you to get educated? You speak the truth on so many issues, much love b",1
1718,I kiss boys to smoke with me. ;) #not,1
1719,I'm ill so would prefer not to speak to you (the mobile no. you have is correct). My email works just fine.,0
1720,"The sound of your own voice, it's the last thing you listen to lest you forget everything else. So speak the open seas.",0
1721,"At last no planes going over for at least 6hrs, can't wait till 6a.m when they start again#not!",1
1722,And listening to an explanation of what fingerprints are... #fascinating,1
1723,I know one of y'all want to make a Walmart Run for me this morning. Because I'm your favorite. #YeahRight,1
1724,Good job virgin... Good job.,1
1725,Being in a high school that is full of 12 year olds. #Hsgirl,1
1726,I don't understand anything from my source of primary data. Uhh I don't know how to speak Thai so yeah.,0
1727,"fashion is a big thing for me, so if you have no fashion sense don't speak to me x",0
1728,I love going to bed at 2 and getting up at 730 it's so great #not #exhausted,1
1729,Gotta love weights then sprints then timed miles! #fallball #conditioning #thegrind,1
1730,I wish I was fluent in Arabic so I could speak to my grandmother.,0
1731,And obviously white people don't have a culture #rollingmyeyes,1
1732,I don't understand how girls can speak to so many boys! I struggle to keep up with one never mind bloody 6 #sleezeseverywhere,0
1733,Fat and parasite detox flush.,0
1734,being ignored &gt; a million dollars because I love it so much.,1
1735,you don't speak to me so I guess you ...nvm,0
1736,i love when nash favs my tweets and replies and really makes me feel loved!!!!,1
1737,I just love living in a haunted house. #NOT 😐👻,1
1738,Im Eating Una Sopa Huevona Right Now And Watching Cupcake Wars.... Loving Life... #MissHighSchool #NOT,1
1739,Was great to hear you speak last week in Cornfield's class! Thanks so much!,0
1740,"Jack calm yourself down and go speak to your parents, Like yourself danni is upset, you both have uni soon so need to calm down.",0
1741,Can't wait to get up bright and early tmrw! tweet,1
1742,I just love how my floor leaks when it rains! #NOT,1
1743,I would love to speak with you so that the issue can be resolved.,0
1744,Idk. This gives people space to speak on their frustrations so...let it out.,0
1745,Bitches so fucking goofy just looking for a fucking reason to speak to me ! Like bitch you're a fucking fan !!!,0
1746,A Guy Cheated On Three Different Girls Who Found Out -- John Tucker Must Die: Real Life Edition,1
1747,I have some really offensive things on my mind sometimes so I'm try to speak with a filter,0
1748,Good thing the only numbers I know by heart are and 😭 tweet,1
1749,I literally get paid to do my homework at work. #notcomplaining,1
1750,so angry with my stupid phone not working😩 if anyone wants to speak to me phone or dm me,0
1751,Great to see speak in the very room where so many called for his release #HRC27 #Bahrain,0
1752,I would try to speak Spanish for you but I can't so..hi.,0
1753,Getting ignored is my favorite thing in the world.,1
1754,"if they wanted to speak privately, they should have requested so prior to saying things they wanted to keep private.",0
1755,I envy my wife's ability to just speak without fear of screwing up (she's 3rd-gen so her grammar isn't great),0
1756,I perfer not to speak to you at all so is there anything else hoe,0
1757,I love tripping on peoples shit in the morning #not #urnasty,1
1758,"I just love it when pimples overtake my face, it just makes me feel all warm and cozy inside",1
1759,I'm in this really great habit of screwing up my right hand / wrist... #not #fml,1
1760,About to listen to speak!! His books have for so long inspired me #thisiswhy #smartiscool #INBOUND14,0
1761,"I love how if I make one tiny complaint you automatically defend the party in question, without fail.",1
1762,"Sometimes my head is so noisy i dont speak because i cant add to it, i just want quiet",0
1763,"i like to think that if we minnesotans had bought a new stadium for the vikings sooner, the child abuse wouldn't have happened.",1
1764,Everything You Could Possibly Need to Know About the New Pinterest Analytics,0
1765,"I just love waking up to 16 messages, 7 snapchats, 4 miss calls! #Not",1
1766,Haha whoever made this was preaching #not #thot call me a #thot if you want to,1
1767,There is so much power in the words you speak be careful not to use guile because we are children of God and he does not curse at all!,0
1768,I just love APUSH....... #not #ready #for #school #EMABiggestFansArianaGrande #followmefrankie,1
1769,My favorite thing ever is when John farts when we're trying to fix a form.,1
1770,I like sitting at central by myself #not,1
1771,My sick voice is doing wonderful things for my singing this morning #chapeltweet,1
1772,Don't understand how someone can cheat / speak to so many people at once and not feel bad,0
1773,I don't want friends that I have to speak to everyday so that they know that we're still friends,0
1774,Everyone seems really happy in my class today,0
1775,Great way to start my morning by failing a statistic quiz! #NOT good thing we have 3 drop quizzes,1
1776,Gonna start putting my boyfriend my man crush every Monday to fit in 🙈 #not #wegetthepoint #youhaveacrushonyourownboyfriend #longhashtags,1
1777,I just love when you act like this😅 #not,1
1778,"Good thing we didn't buy that holding mid we certainly don't need, eh?",0
1779,Enjoy all xD #exam #time #hard #days #try #to #top #not #to #pass #hahahaha,1
1780,Ahhh political ads. Awesome.,1
1781,I like how everyone is tagging people on top people on top people on my IG #not,1
1782,"aces. I'll speak to p. Thinking about going away for Chrissy, so may need to save up but one night won't hurt x",0
1783,"Just home from uni and I'm knackered, have no energy to do anything. Who'd of thought listening to people speak is so tiring #UoD #nursing",0
1784,Going to bed with these thoughts! Yay bring on the nightmares,1
1785,If I don't fuck with you just know I will not converse with you or speak to you so not even try to friendly,0
1786,everyone at home is so happy today. #not,1
1787,I hold too much in yo everybody about self so speak on how I feel to sombody,0
1788,I don't want to hear the lies so let's not speak at all...😔,0
1789,If you hear the way we speak to eachother you would never guess that We was together for so long the scruff 😷,0
1790,I don't talk to people who's my ops 😂 so don't get mad if we was boys nd we not speak nomo👌,0
1791,I just saw the lady from the book store who I had beef with and she would #not look at me! 💅,1
1792,being at my house at night is fun #lol,1
1793,Thanks so much to for coming to speak at and for the advice on boosting my digital footprint 👣,0
1794,I wonder if you really do still speak to her but delete it proof so I can't see or am I just too used to cheating boys,0
1795,I love hearing things about me that I didn't know and aren't true! #not,1
1796,gotta love those random calls that you get from some random place in california &lt;3 af #salty,1
1797,I'm just having the greatest luck tonight #not 👌👌👌,1
1798,I just realized everyone in the Lizzie McGuire movie are supposed to be 12. #yeahright,1
1799,"When things goes wrong, speak up the reason.. Honest is always the best thing to do.. Even that is truly painful to do so..",0
1800,I love it so much when young guys know how to speak to adults. It's the most important trait to me. Speak well to my parents and you win.,0
1801,Good thing I really wanted to go to hc senior year.. #not,1
1802,Gotta love the smell of a freshly combined skunk #not 👎,1
1803,if I played football this is what they would make me do #Bodybychess via,0
1804,"I have no friends to speak to on xbox cos my stupid controller, so im resorting to speaking to Pizza hut.",0
1805,I just love having my body being a little boy's personal racing track! Lol😑 #BabysittingFun #Not,1
1806,Gonna be a fun day #not,1
1807,My daddy taught me how to love my haters my sista told me I should speak my mind my man made me feel so God damn finee #bey,0
1808,Everybody be so quick to judge bt don't wanna speak on themselves !,0
1809,Being half spanish and not being able to speak spanish is honestly so disappointing,1
1810,I would not expect this from #Ichiro:,0
1811,I love how when i text billy to ask him a question he doesn't even answer me. #Not #werenotfriends,1
1812,I Could Teach U Man &amp; Milk But I Must Stand b4 God &amp; Jesus &amp; Give Full Account of Every Word I Speak So Ive Learn To Teach God &amp; Jesus Amen,0
1813,Thank you iOS 8 FOR deleting all my pictures i thank you from the bottom of my heart 😡😡😡😡😡😡😡 #pissedtfoff,1
1814,People says now days everybody is too busy...then how do they get so much time to speak rubbish and interfere in others life ???,0
1815,I'm at a strip club &amp; I think this girl really really likes me! This could be the one!,1
1816,Wao✨!! I want to visit the US🇺🇸 I'm in Japan 🙌 so I can't speak English well...omg 😫,0
1817,Gotta love Mondays #not,1
1818,"If i don't make an effort to speak to you, you clearly don't mean shit to me, so if i do don't ruin it💁",0
1819,I feel so awkward when people start to speak to me in Spanish and I have to tell them that I don't speak it 💆,0
1820,These boys in my re class said that ari was hot but looks 10 so I said if she 10 then I'm a baby keep in mind I don't normally speak to boys,0
1821,I didn't know how to spell it so I used my speak to type thing and that's what it came up with,0
1822,I CAN SPEAK TO SIRI IN FRENCH THIS IS SO EXCITING,0
1823,When you're so drunk you forget how to speak,0
1824,"i didn't organize the event, so i will not speak to it. Ask event organizers.",0
1825,Illinois (finally) has legalized medical cannabis use - #Hot #Cool or #Not? #Cannabis #MarijuanaPics #WeedPorn,1
1826,I love my coworkers and my job,1
1827,I'm glad I know how to do this chemistry homework,1
1828,Commerce insurance is expensive for no fucking reason #thx4thehelp #not,1
1829,Great person you are. 😂 #Not,1
1830,I'd rather not speak to anyone other than myslef now so plz,0
1831,Gotta love the 8am morning class! #not But I'm done for the day now! #win,1
1832,I love it when you wash your vehicle in 5 minutes later a bug splatters all over yiur windshield. Gosh I love that shit.#not,1
1833,If I have to wait for your iffy ass to speak to me first so that that I know were on cool terms or not were not friends.,0
1834,I wish my muse would speak to me when I'm not so busy!,0
1835,Ever thought we were probably under pressure to do so regarding FFP and stadium cost. Just get real. Maybe speak to Paul Barber,1
1836,I can listen to Gary Neville speak all day the guy speaks so much sense,0
1837,I LOVE the smell of burning toast stinking up the whole office in the morning. #lies #cubefarm,1
1838,"So...... Courage. That's it, apparently. Having the courage to speak up profressionally ...",0
1839,"If the new Apple Pay system delivers on its promise, financial transactions will be revolutionise",1
1840,Everyone freaked out and thought I wasn't coming to class today #yeahright,1
1841,When u speak about your relationship in a bad way on the internet your inviting others to give there opinion. So bitch don't be mad !,0
1842,Had a nice naptime with today #partyinmybedroom #not #werelosers,1
1843,I'd be more than happy to speak to the press lol! So bloody what your just happy your man is home! Spiteful people,0
1844,Bluff me easily judging frm ur eng -.- n hansol can speak fluent eng so it's quite obvious that the acc doesnt belong to him but i just -,0
1845,Couldn't be anymore exhausted but I can't sleep! fantastic.,1
1846,Biology &amp; geometry test tomorrow.. Yay! #not 😒,1
1847,I love my grade in Photojournalism... #Not,1
1848,I just love having grungy ass hair😑 #not,1
1849,Can't wait to do a whole lot of nothing today... #not,1
1850,A great way to make friends is to spam the entire student body about your dumb survey... #not,1
1851,I mean if kids just held still when you beat them maybe their scrotums wouldn't get hit. SMH,1
1852,"If you choose to speak with someone I have blocked, please be so kind as to remove my name. Thank you.",0
1853,Forcing my family members to Facetime so I can speak to my dog. #college,0
1854,just this week I think. Do you want me to put you in touch so you can speak with the guy?,0
1855,I just love when kids come in to get their #teeth cleaned after eating #Cheetos or #Oreos...said no #dentalhygienist EVER! #humor,1
1856,"FIFA 15 is out next week. If u wish to speak to me, do so b4 I acquire a copy",0
1857,“I can’t talk in front of men.” Girls have so much to offer. But they are afraid to speak. #ListenToGirls: #Listen #To #Girls:,0
1858,I FEEL SO WEIRD TEXTING PEOPLE WHO I DONT TEXT OFTEN. LIKE HOW MUST I SPEAK TO YOU,0
1859,"If they use a block bot, they're not interested in dialogue. So don't speak to those people. Speak to those who are willing.",0
1860,"Goob Job Microsoft, Good Job. #Minecraftovername",1
1861,I'm gonna kick your ass u freaky girl! #bad #not #in #the #fucking #mood #gth,1
1862,I always love emergency doctor appointments. #myhealthsucks,1
1863,I get to hear speak tonight! So excited!,0
1864,I can't even speak to them face to face anyway so why would they need me,0
1865,Want to speak english but my pronounciation so bad &gt;&lt;,0
1866,"If I get to speak to such amazing people, I wouldn't know what I'd do, they're so sweet, and loving! #Bumps5SOSFanCalls",0
1867,I leave read receipts on so that you know when I don't want to speak with you any longer.,0
1868,Feel so bad but their are always so many dodgy people at bus stations. This creepy old guy with no t shirt on tried to speak to me 😑,0
1869,I just took this photo so I look ugly because at the moment I go to sleep. (I don't speak English) 😋 #SefiesForNash #Sefies #For #Nash,1
1870,Idk I thought you graduated high school so I was assuming you knew how to speak with proper grammar..,0
1871,i'll start studying at 5... 😩 #yeahright,1
1872,Ever get so lazy it's work to even speak,0
1873,So depressing having no one to speak to at night,0
1874,A other meeting. I'm so fucking happy!!!!!!,0
1875,I love those who want me to be #ashamed and then make themselves become a joke. #HSgirl,1
1876,IF I HAD VINE I WOULD SPEAK IN SPANISH TO CONFUSE YOU FAYE SO MEH,0
1877,"I get so nervous to speak to people now, I can't even get my words out wtf",0
1878,Thank you so much for your time today. Please stay safe and I hope to speak with you again. Pags,0
1879,I love that fog where u can't see 4 feet in front of you. #not,1
1880,i have a lot of pinoy friends so i wanted to learn how to speak tagalog so that i can talk to them 0I have alot to say when people speak to me . But i carelessly speak so i dont say anything .,0
1881,Don't you just LOVE when people put 0 effort into things.. TWEET �,1
1882,"I'm going to examine this mouth to figure out how it works so I can speak, and you're next! Park",0
1883,I wouldn't think so unless it was the kind where they don't speak/respond and he doesn't appear that way to me.,0
1884,I have so much I wanna just say but shutting up is going to speak for it's self,0
1885,"After all the things he's done and been accused of he finally gets suspended for one half by Jimbo Fisher, good job FS #not",1
1886,I'm in such a good mood today so I feel it's in my best interest to not speak to anyone cause then they can't ruin it #brilliant,1
1887,I can't even speak to my brother on the phone I miss him so much😢,0
1888,I feel so down its unreal. Would happily run away and never see/speak to anyone again.,0
1889,"I hope so, I'll try and speak to my tutor Monday I think",0
1890,Having to speak in front of the class gives me anxiety so bad and I take pills for that like I'm still not Reggie,0
1891,I love waking with my eye swollen shut😄😄😄 #not,1
